treat,age,hisp,black,married,educ,nodegr,re19,re20,re22
1,46,1,0,0,11.8,0,20905,20673,44132
1,43,1,0,0,8.8,0,49875,50054,41570
0,45,1,0,1,10.8,0,51105,53185,43425
1,45,1,0,0,6.8,0,53858,54843,39170
1,48,1,1,0,7.8,0,50465,50597,48532
1,62,0,0,1,11.0,0,21113,20935,42034
1,29,0,0,1,7.0,0,27476,25714,35425
1,39,0,0,0,12.0,0,45462,45622,48349
0,51,0,0,1,9.0,0,35982,35990,37864
1,56,0,0,0,8.0,0,57266,56969,45572
0,46,0,0,0,10.0,0,25387,22945,33070
0,62,0,0,1,11.0,0,30205,29932,42157
0,31,0,0,1,7.0,0,26754,26089,36949
0,33,0,0,1,8.0,0,23645,22704,41448
1,51,1,0,0,12.8,0,22428,23515,46657
0,47,0,0,1,12.0,0,55580,57134,40962
0,48,0,0,1,8.0,0,45930,46754,43737
0,62,1,0,0,6.8,0,57304,56286,44570
0,33,0,1,1,12.0,0,43290,43163,42678
1,47,0,0,1,10.0,0,30897,30922,45881
1,32,1,1,1,6.8,0,29211,29165,39444
1,23,1,1,1,6.8,0,28459,28170,43810
1,36,0,1,1,10.0,0,53876,54897,39154
1,40,0,0,0,7.0,0,39495,39577,40844
0,63,0,0,0,7.0,0,41914,41466,50011
1,23,0,0,1,7.0,1,23555,22420,41816
0,32,0,1,1,8.0,1,55575,55868,38615
0,18,0,0,1,9.0,1,35203,36088,39009
0,35,1,0,1,11.8,0,40237,41979,46381
0,32,0,1,1,11.0,0,37942,37560,39213
0,40,1,0,1,11.8,0,22669,23802,34400
1,27,0,1,1,7.0,0,25475,24220,45422
1,50,0,0,0,8.0,0,52347,50604,37903
1,34,0,1,1,10.0,0,27899,27201,43448
1,42,0,1,0,13.0,0,43295,42663,44436
0,42,0,0,0,8.0,0,58401,58685,43991
0,20,1,1,1,10.8,0,27711,27505,39757
0,46,0,1,1,9.0,0,35342,35738,48158
1,42,0,0,1,8.0,0,29882,30183,47623
1,57,1,0,0,8.8,0,54089,54485,45874
0,60,0,0,0,12.0,0,33408,32563,41940
0,52,0,0,1,13.0,0,46064,45586,45514
0,36,0,1,1,11.0,0,40949,40520,42692
0,64,0,0,0,9.0,0,20265,19145,42508
1,55,1,1,0,10.8,0,52951,53043,40995
1,47,0,1,0,8.0,0,32458,33369,41453
1,35,0,1,1,8.0,0,27024,26279,44631
0,21,0,0,1,8.0,0,25596,25111,43835
1,40,0,1,0,10.0,0,52541,51677,46373
1,24,0,0,1,12.0,0,33622,31607,43928
0,33,0,0,1,11.0,0,50164,49793,45395
1,59,1,0,0,8.8,0,43668,44045,41471
1,43,0,0,0,10.0,0,47892,48814,45864
0,44,0,1,0,13.0,0,59729,60047,35204
1,31,0,0,1,13.0,0,27469,28245,39481
0,36,0,0,0,10.0,0,57640,58028,41577
0,41,0,0,1,9.0,1,53544,52740,42066
1,56,0,1,0,11.0,0,42081,41363,44557
0,39,0,0,1,9.0,0,29844,29543,36529
1,61,0,0,0,11.0,0,56396,57273,44355
1,36,0,1,0,10.0,0,48355,47682,38115
0,34,0,1,0,9.0,0,56990,55623,44024
0,54,0,0,1,7.0,0,25551,24229,41812
0,59,0,0,0,12.0,0,49924,50636,49574
1,30,0,1,1,11.0,0,59719,59652,39059
1,27,0,0,1,7.0,0,30141,30373,37814
1,30,0,0,1,7.0,0,32395,34725,47034
1,23,0,0,1,9.0,0,20259,20405,51955
1,25,1,0,1,12.8,0,50785,49360,36442
0,46,1,1,0,6.8,0,50433,52556,38860
1,46,0,1,1,13.0,0,25082,24624,45812
1,59,1,1,0,10.8,0,26952,26026,39395
1,52,0,1,1,12.0,0,37861,38089,42012
1,29,0,1,1,12.0,0,39844,39352,45346
1,47,0,1,0,9.0,0,39706,38230,39096
0,64,0,0,0,13.0,0,46465,48050,45158
1,55,1,0,0,6.8,0,48455,48974,42011
1,54,0,1,1,11.0,0,54297,53058,46739
0,26,1,0,1,12.8,0,43631,43399,39547
1,39,1,0,1,7.8,0,39700,38399,41147
0,32,0,0,1,10.0,1,55427,55508,38276
0,61,0,1,0,9.0,0,49539,51674,43109
1,27,0,0,1,10.0,1,30607,29508,51583
0,18,0,0,1,13.0,0,38006,37816,43128
0,53,0,0,0,11.0,0,27014,25957,46764
0,25,1,0,1,9.8,0,25487,23567,40937
0,63,0,0,0,11.0,0,55707,56252,33812
1,23,0,1,1,11.0,0,37232,37851,44141
1,36,1,1,1,12.8,0,31245,30385,44150
1,42,0,0,0,7.0,0,43462,43972,38731
0,46,0,1,0,13.0,0,30594,31086,37523
0,62,0,0,0,9.0,0,33879,35077,39717
0,56,0,0,1,13.0,0,45010,45289,45319
0,49,0,1,0,10.0,0,31082,31838,39338
0,38,0,0,0,7.0,0,33993,33566,38919
0,35,0,0,1,8.0,0,33232,33008,46956
0,35,0,0,0,13.0,0,57296,59344,43981
0,42,0,0,0,12.0,0,56587,56042,41094
1,63,0,0,1,10.0,0,20777,19361,57909
0,20,1,0,1,6.8,0,25973,25678,39132
1,64,0,0,0,9.0,0,23331,24263,38735
1,31,1,0,1,12.8,0,35438,33774,44519
1,38,1,1,1,12.8,0,33208,33814,54313
0,62,0,0,0,8.0,0,55145,55968,38267
0,55,1,1,1,10.8,0,27045,26879,34956
1,42,1,0,0,9.8,0,59906,58779,50106
1,20,0,0,1,11.0,0,25933,25749,39013
0,39,1,0,0,9.8,0,37673,37669,42115
1,26,0,0,1,12.0,0,22476,23689,36653
1,44,0,1,0,9.0,0,54445,55295,39654
1,55,0,0,0,7.0,0,55852,56318,53450
1,26,0,0,1,11.0,0,55920,55269,45403
1,42,0,0,0,10.0,0,36193,37218,42413
1,45,0,0,1,10.0,0,31562,32344,46875
1,31,1,1,1,7.8,0,30346,31514,45903
0,62,0,0,1,11.0,0,27728,27961,42230
1,28,0,0,1,8.0,0,22615,22760,37750
1,35,1,1,1,12.8,0,47025,47203,43290
1,42,1,0,0,12.8,0,41640,40856,44239
1,33,0,1,0,9.0,0,41695,42957,41144
0,51,1,0,1,10.8,1,51765,52298,39505
0,63,0,0,1,12.0,0,27014,26506,41836
1,59,0,0,0,11.0,0,42871,42204,42544
0,41,1,0,1,8.8,0,38167,37748,44802
0,46,1,0,1,6.8,0,21385,21622,44857
1,59,1,0,0,9.8,0,26710,26368,40989
0,28,1,0,1,9.8,0,49695,48181,40891
0,48,0,0,1,8.0,0,44300,46410,38599
0,35,0,0,1,12.0,1,24416,23405,44400
0,60,1,0,0,9.8,0,26242,26624,35439
0,53,0,1,0,7.0,0,21975,22233,34012
1,25,0,0,1,7.0,0,30137,29007,39281
1,29,0,1,1,10.0,0,43252,44357,45211
1,37,0,1,0,8.0,0,56021,55375,43080
0,34,0,0,0,12.0,0,57003,57570,42746
1,35,0,0,1,10.0,0,41125,41353,39142
1,32,0,0,1,9.0,1,31435,31070,41421
0,37,1,1,1,6.8,0,21162,23473,39196
1,29,1,0,0,12.8,0,40128,40531,39073
1,49,0,0,0,12.0,0,41352,41073,50334
0,46,1,0,0,9.8,0,20427,20165,38944
1,62,0,0,0,7.0,0,25403,24474,46279
0,46,1,0,0,9.8,0,56676,58061,36807
0,63,0,0,0,12.0,0,37316,37933,44156
0,45,0,0,0,13.0,0,54683,55357,37339
0,48,0,0,0,8.0,0,21823,22050,34632
0,41,0,0,1,9.0,0,52637,51724,37819
1,20,0,1,0,10.0,0,54550,54481,44887
1,54,1,1,0,6.8,0,40210,39813,41730
1,41,0,0,1,10.0,0,50946,51462,38009
0,43,0,0,1,11.0,0,22900,22217,36224
0,62,0,1,1,13.0,0,21092,21069,46917
0,52,1,0,1,6.8,0,38365,38956,35340
0,54,0,0,0,10.0,0,36688,34984,40574
1,26,1,1,1,7.8,0,39714,38750,41634
0,56,1,0,0,7.8,0,42157,42696,42593
1,49,0,0,0,12.0,0,36868,36608,42571
1,45,0,0,0,12.0,0,42117,42335,38870
1,25,0,0,1,12.0,0,50737,50573,42890
0,53,0,0,0,8.0,0,42391,42707,35919
1,30,0,0,1,10.0,0,49436,50351,45418
1,51,0,0,0,9.0,0,52351,54294,41382
0,54,0,0,0,11.0,0,55433,55277,39864
1,43,0,0,0,10.0,0,50438,51085,42088
1,22,1,1,1,12.8,0,28250,28228,45381
0,61,1,1,0,12.8,0,50909,51491,40209
1,24,0,1,1,7.0,0,26174,26480,42209
1,50,0,0,0,7.0,0,55926,54350,42806
0,36,0,0,1,9.0,0,35093,35017,42515
1,27,0,1,1,11.0,0,44249,44081,46681
1,57,0,1,0,8.0,0,58696,58423,54968
0,35,0,0,1,9.0,0,30416,31060,42516
1,55,0,1,1,12.0,0,38730,38545,45020
1,57,0,0,0,13.0,0,53578,53549,43610
0,29,0,0,1,11.0,0,23913,24110,32253
1,57,0,0,1,12.0,0,28064,28056,41398
1,28,0,0,1,10.0,0,59884,60127,40476
0,64,0,1,0,11.0,0,35330,35299,41544
0,18,1,0,1,6.8,1,32054,31716,46716
0,46,0,0,1,11.0,0,31108,31856,40846
1,43,0,0,1,13.0,0,31945,31046,49253
1,43,0,0,1,9.0,0,28825,28156,40949
1,26,0,0,1,9.0,0,37505,37443,39329
1,52,0,0,1,10.0,0,59929,58219,36927
0,38,1,0,1,10.8,1,31489,33251,41100
0,43,0,1,1,12.0,0,34472,34393,37911
0,58,0,1,0,9.0,0,44003,44284,38150
0,38,0,0,0,8.0,0,40095,40052,36189
1,34,0,0,0,8.0,0,22679,23253,49887
0,55,1,0,0,9.8,0,40931,40102,45679
1,42,0,1,0,7.0,0,52222,53300,35022
1,39,0,0,0,7.0,0,30819,31845,36709
1,29,1,0,1,10.8,0,42266,44026,44159
0,33,0,1,1,11.0,0,42521,42332,40613
1,26,0,0,1,11.0,0,29374,28469,40762
1,61,0,1,0,8.0,0,54795,55125,44703
1,28,0,0,1,8.0,0,48756,50922,44385
1,58,0,1,0,9.0,0,35859,37855,47646
0,59,1,0,0,10.8,0,39649,40104,42704
1,38,0,0,1,10.0,0,20676,20838,42809
0,30,0,0,1,8.0,0,31880,31732,41256
1,30,1,0,0,7.8,0,45501,45358,37478
0,29,0,0,1,8.0,0,29990,30460,45954
1,30,1,0,1,12.8,0,26269,27427,51614
0,34,0,0,1,10.0,0,35891,36987,43649
0,40,0,1,0,7.0,0,35081,34494,40215
0,26,0,0,1,9.0,1,56636,56368,37272
1,35,0,1,0,11.0,0,29664,31122,34960
0,34,0,0,0,9.0,0,58391,56165,45512
0,41,0,1,0,8.0,0,54243,53500,40006
1,50,1,1,0,9.8,0,20497,19623,43104
1,31,1,0,1,11.8,0,20429,20481,38384
1,44,0,1,1,7.0,0,29788,31276,43133
1,37,0,0,1,10.0,0,54981,53367,44732
0,27,0,0,1,8.0,0,32078,33220,38592
1,39,0,0,1,7.0,0,53820,51470,46162
1,38,0,0,1,7.0,0,42916,44202,36977
0,39,0,1,1,10.0,0,59709,60124,46449
0,35,1,1,0,8.8,0,26126,27035,40242
0,62,0,0,0,11.0,0,33290,34027,43023
0,51,0,0,0,11.0,0,44495,46069,43176
1,35,0,0,0,13.0,0,49548,49316,43970
1,55,0,0,0,12.0,0,20875,21494,42244
0,31,0,1,0,10.0,0,50107,51918,35769
0,20,1,0,1,8.8,0,40443,42128,39204
0,63,0,1,0,9.0,0,57692,57513,39922
0,52,0,0,0,8.0,0,59786,59877,45017
0,56,0,0,0,9.0,0,56251,57064,38595
1,27,0,1,1,7.0,0,42380,42268,38228
1,47,1,0,1,6.8,0,43017,41976,44157
1,33,0,0,1,12.0,0,31104,30514,41759
0,31,1,0,1,6.8,0,20355,21573,34860
1,46,0,0,1,7.0,0,33666,31752,50634
1,44,0,0,0,7.0,0,30466,32123,43915
1,23,0,1,1,10.0,0,39690,39204,41291
0,31,0,0,1,11.0,0,35471,35613,38880
1,22,0,1,1,9.0,0,58472,59490,44063
1,27,0,1,1,9.0,0,22582,21738,44354
0,58,0,0,1,12.0,0,45861,44697,39662
0,47,1,0,1,12.8,0,35349,33707,40066
0,60,0,0,0,9.0,0,26930,28894,44051
0,45,0,1,0,9.0,0,51609,51986,45658
1,52,1,0,1,12.8,0,34160,34243,41689
1,32,1,0,1,11.8,0,22873,24110,47434
1,38,0,0,1,7.0,0,58225,57264,40043
1,43,0,0,1,11.0,0,58063,58753,39479
1,60,0,1,1,11.0,0,21048,22504,48333
0,34,0,1,0,12.0,1,36115,36552,47634
1,22,1,0,1,6.8,0,56591,56287,40053
1,48,0,1,0,12.0,1,52421,51035,39520
0,57,0,1,0,13.0,0,27761,28721,48039
1,63,1,0,0,9.8,0,33549,32359,39378
0,47,0,0,0,11.0,0,59754,61152,43278
0,49,0,1,1,9.0,0,35258,34855,45067
0,27,0,0,1,11.0,1,20409,20565,47712
0,19,0,0,1,11.0,0,26767,26378,43887
0,43,0,0,0,8.0,0,53376,53860,44177
0,37,1,0,0,10.8,0,59187,59361,40901
1,29,0,0,1,11.0,0,22856,21071,43771
1,52,0,0,0,9.0,0,56919,57219,47244
1,59,1,0,0,10.8,0,35269,33813,48160
0,24,0,0,1,13.0,0,53929,51647,36204
1,33,0,0,0,8.0,0,54615,55111,45794
1,59,0,1,1,9.0,0,57553,55688,43890
0,39,0,0,1,8.0,0,38796,39673,37125
1,43,0,0,1,13.0,0,44637,45396,44167
0,33,0,0,0,13.0,0,47278,46634,39410
0,59,0,0,1,7.0,0,42782,43317,37478
0,62,0,0,0,9.0,0,47654,46705,46272
1,41,1,1,0,7.8,0,29118,29251,43472
0,25,0,0,1,9.0,0,49712,48637,39755
1,44,0,1,1,7.0,1,39269,41291,40761
1,61,1,0,0,11.8,0,52705,52520,45655
0,49,1,1,0,11.8,0,56010,54135,41695
0,56,0,0,1,11.0,0,26452,26425,44455
1,36,1,1,1,8.8,0,29077,27968,38705
0,22,1,0,1,6.8,0,44117,44426,37348
1,52,0,1,0,10.0,0,54458,55503,39959
1,54,1,0,0,9.8,0,35930,35602,47354
1,64,1,1,0,11.8,0,35583,36013,48585
1,51,1,0,0,6.8,0,56817,57109,41764
1,21,0,0,1,12.0,0,39616,41299,44314
1,51,1,0,0,10.8,0,32399,31355,42704
1,46,0,0,1,13.0,0,21405,20914,41259
1,56,1,1,0,12.8,0,21628,21224,49088
0,43,0,0,0,13.0,0,53070,54151,41597
1,31,0,1,1,13.0,0,38735,39826,45107
0,30,0,0,1,13.0,0,47385,47549,34791
0,44,1,1,0,8.8,0,52226,52303,36856
0,43,0,1,0,12.0,0,36639,35558,35838
1,39,1,0,0,7.8,0,58873,59280,44797
0,33,1,0,1,8.8,0,48271,48097,43155
0,36,1,0,1,6.8,0,27978,27354,36834
0,58,0,0,1,13.0,0,36080,34873,45536
1,30,0,1,1,13.0,0,41697,41276,39908
0,62,0,0,1,13.0,0,20864,20802,37850
1,41,0,0,0,10.0,0,38626,39159,39924
0,19,0,0,0,11.0,0,34059,34826,44805
1,44,1,0,0,8.8,0,42505,42255,43479
0,21,1,0,1,10.8,0,57282,57812,31619
0,43,1,0,0,7.8,0,36106,36723,39564
0,18,0,1,1,9.0,1,32851,34274,39176
1,60,1,1,1,12.8,0,31693,32096,52294
0,48,0,0,1,10.0,0,32878,32777,44235
0,55,0,1,0,12.0,0,42260,42109,49653
1,26,1,0,0,9.8,0,41376,41095,43719
1,40,0,0,0,11.0,0,53914,51794,43588
0,63,0,0,0,9.0,0,39123,40579,41819
0,54,0,1,0,11.0,0,53814,54420,46343
0,35,1,1,0,6.8,0,51193,52725,38635
0,61,0,0,0,12.0,0,22076,21695,45400
1,54,0,0,0,12.0,0,24142,22767,39953
0,30,0,0,1,10.0,1,52477,52102,34618
0,43,1,0,0,6.8,0,47998,47759,46492
0,50,0,0,0,13.0,0,59596,58422,34621
0,19,0,0,1,12.0,1,27429,24176,35062
1,54,0,0,0,9.0,0,35807,34815,42673
1,19,1,0,0,9.8,0,36936,35621,40442
1,46,0,1,1,13.0,0,33600,33407,42802
1,25,0,0,0,12.0,0,56224,55462,47054
0,22,1,0,1,9.8,0,26122,26278,33589
0,30,0,1,0,11.0,0,34222,34477,41412
0,35,0,0,1,7.0,0,54312,54908,41250
1,30,0,1,1,11.0,0,28995,31466,40653
0,37,1,1,1,9.8,0,49826,50977,37890
0,63,1,0,0,10.8,0,55093,55354,45719
0,25,1,1,1,8.8,0,40922,41118,45525
0,32,0,1,0,10.0,1,42029,41276,47607
1,26,0,0,0,9.0,0,45708,47653,45168
0,54,1,0,1,11.8,0,42742,43156,47566
0,51,1,0,1,7.8,0,28374,27360,43109
0,19,0,1,1,8.0,1,50754,52263,37267
0,38,0,0,1,10.0,0,53603,52813,45704
1,63,1,1,1,9.8,0,41586,41482,45652
1,55,0,0,0,12.0,0,45650,45568,48891
1,30,1,1,1,11.8,1,22362,22667,49508
1,25,0,0,1,9.0,0,55292,55668,40518
1,46,1,0,0,7.8,0,30060,30876,38131
0,19,1,1,1,6.8,0,51980,51315,43374
1,45,0,1,1,12.0,0,28142,28705,44817
1,18,0,0,1,8.0,0,57549,57073,37977
1,25,1,0,1,11.8,0,23075,23902,43915
1,56,1,0,1,9.8,0,37732,37734,43666
1,29,0,1,1,12.0,0,33564,34842,40200
0,46,1,0,1,8.8,0,26476,27627,38423
0,47,0,1,0,8.0,0,52586,54058,37200
1,33,0,0,0,13.0,0,42004,42736,38791
0,56,0,0,0,7.0,0,39321,38070,43668
0,25,0,0,0,10.0,0,55304,55993,39251
1,30,0,1,1,7.0,0,57824,56716,42128
1,30,1,0,0,7.8,0,33268,35063,41086
0,44,0,1,1,10.0,0,35360,34539,42626
0,56,1,1,1,9.8,0,28404,26472,39354
1,34,0,1,0,8.0,0,59961,59683,39653
1,36,0,0,0,7.0,0,32095,32119,35006
0,26,0,0,1,11.0,0,24817,24917,43627
1,33,1,1,1,6.8,0,31500,32165,35465
1,18,0,1,1,9.0,0,36791,36613,37371
0,39,0,0,1,7.0,0,35735,35311,41729
1,42,0,0,0,7.0,0,50345,51279,40297
0,43,1,0,1,6.8,0,21374,22464,39213
1,35,1,1,1,7.8,0,53468,51869,39883
0,36,0,0,0,7.0,0,40255,39786,46432
1,36,1,0,1,7.8,0,34511,36147,35207
0,33,1,0,1,9.8,0,42410,42132,49526
1,45,0,0,0,13.0,0,23050,22710,47406
1,55,1,0,0,12.8,0,48208,47528,46019
1,19,0,0,1,8.0,1,38776,38134,37045
1,64,1,0,0,9.8,0,40393,41399,41097
0,49,0,0,0,7.0,0,28698,29567,44721
0,45,0,1,1,7.0,0,33462,33774,34841
1,21,1,0,1,7.8,1,36457,36166,46996
0,45,0,0,0,11.0,0,35767,36115,39995
1,25,0,1,1,12.0,0,47680,48602,40796
1,36,0,0,0,11.0,0,32075,32853,46754
1,52,1,0,0,8.8,0,58417,58799,44058
0,34,1,1,1,9.8,1,32024,31528,43494
0,57,0,0,0,9.0,0,57943,57558,38390
0,39,0,1,1,10.0,0,31516,30531,36238
0,29,1,0,0,11.8,0,22647,22431,41479
1,41,1,0,1,9.8,1,22582,22372,42181
0,41,1,1,1,11.8,0,21170,22403,42732
1,37,1,0,1,6.8,0,22250,21043,38691
1,25,1,0,0,11.8,0,32453,34057,42683
0,48,0,1,1,11.0,0,36171,37536,48859
1,21,0,0,1,10.0,0,20408,20287,42397
0,62,1,1,0,8.8,0,26991,27709,35966
0,40,1,0,0,11.8,0,42095,41692,40205
0,59,0,0,0,8.0,0,41729,38992,40562
1,49,0,0,0,9.0,0,28352,28659,49028
1,52,1,0,0,6.8,0,35495,37048,43070
1,32,0,0,1,13.0,0,31431,31289,45842
0,35,1,1,1,8.8,0,30266,29881,46274
1,37,0,0,0,11.0,0,47312,47657,43024
0,51,1,0,1,9.8,0,33715,33504,39935
0,38,1,0,0,8.8,1,51772,52065,36465
0,18,0,1,1,7.0,1,43436,43552,37862
0,29,1,0,1,8.8,0,48459,50672,46781
1,52,0,1,0,13.0,0,45384,44573,41828
0,51,0,0,0,9.0,0,29809,30127,45866
1,41,0,1,0,8.0,0,24753,25750,49855
0,24,0,1,0,8.0,0,57894,60111,43924
0,18,0,0,1,13.0,1,44358,44605,41387
1,21,1,0,1,7.8,0,51955,53136,42611
1,43,0,0,1,13.0,0,45915,45294,42101
0,61,0,0,0,13.0,0,24944,22814,42079
0,43,1,0,0,11.8,0,47480,47168,36647
1,24,0,0,1,9.0,0,29498,29311,37897
0,37,1,1,1,6.8,1,46443,45205,38338
0,39,1,0,0,8.8,1,20972,23532,41892
0,63,0,0,0,10.0,0,34482,35200,43858
0,55,1,0,0,7.8,0,39973,41279,40382
1,62,0,1,0,9.0,0,21712,23035,40942
1,31,0,0,1,11.0,1,31152,32522,49562
1,25,0,1,1,11.0,0,36968,37699,39382
0,30,0,0,1,7.0,0,25709,27687,38506
1,21,0,1,1,10.0,0,37879,37723,38985
1,63,0,0,0,13.0,0,40845,40061,46552
1,57,0,1,0,13.0,0,41899,41860,46656
1,63,1,0,0,12.8,0,59395,60664,49980
0,54,1,1,1,6.8,0,41164,41688,42982
0,25,1,1,1,7.8,1,22271,22774,35843
0,32,0,0,1,9.0,0,24155,22928,41188
1,22,0,0,1,10.0,1,56778,57593,48932
1,27,0,0,1,7.0,0,21158,18946,42996
0,27,0,0,1,7.0,1,40505,39769,40832
1,62,0,1,0,13.0,0,37236,37437,43641
1,26,0,0,1,8.0,0,49318,50912,39644
1,20,1,1,1,6.8,0,25652,26902,36267
0,49,0,0,0,13.0,0,33605,33360,43610
0,59,0,0,0,11.0,0,24649,24332,43099
0,57,0,1,0,13.0,0,21641,20054,49202
0,23,0,0,1,9.0,1,59509,60914,34229
0,64,1,0,0,9.8,0,23117,23135,48010
1,52,1,0,1,11.8,0,43537,45351,43489
0,53,0,0,1,13.0,0,36799,35164,43395
0,52,0,0,0,12.0,0,42888,42927,43072
0,22,0,0,1,13.0,0,55871,55683,38491
1,21,0,0,1,9.0,0,25430,25431,44664
1,31,1,1,1,6.8,0,52129,52606,44407
0,32,0,1,0,9.0,0,32361,33282,42763
1,23,1,0,1,11.8,0,23653,23526,41607
0,19,0,0,1,11.0,0,30038,29820,39414
0,56,0,0,0,8.0,0,32072,31880,42051
1,40,1,0,0,12.8,0,36735,37773,43962
1,59,1,1,0,6.8,0,48753,49444,42271
1,31,0,0,0,12.0,0,26706,26918,33727
0,32,0,0,0,10.0,0,20919,21782,41819
0,61,1,1,0,6.8,0,33837,34277,38479
1,57,0,0,0,10.0,0,51211,52102,46910
0,55,0,0,1,11.0,0,48457,47208,35998
1,36,0,0,0,13.0,0,28135,27959,42476
1,32,1,1,1,8.8,0,33310,31208,42683
0,43,0,1,0,7.0,0,22952,23622,41617
1,22,0,0,1,8.0,1,55189,53841,41164
0,29,1,0,1,9.8,0,20663,19187,38356
0,53,0,0,0,10.0,0,59834,59699,43775
0,50,0,0,1,11.0,0,56803,55634,32497
0,49,0,0,0,13.0,0,31344,29327,44391
0,42,1,0,1,10.8,0,33390,33059,49368
0,45,0,1,1,13.0,0,33359,32656,49290
0,18,1,1,1,11.8,1,41496,41055,37509
0,26,1,0,1,11.8,0,32407,32926,44270
1,27,0,0,1,10.0,1,25742,25945,44449
0,22,1,0,1,8.8,0,28816,30727,33466
0,42,0,0,0,12.0,0,27839,27594,43451
1,19,0,0,1,10.0,1,45665,44038,51268
1,40,1,0,0,8.8,0,23548,21592,50434
0,19,0,0,1,8.0,0,25738,25434,47537
0,45,0,1,0,7.0,0,52530,52096,39627
1,61,0,0,0,7.0,0,34668,35530,45863
0,51,1,0,0,10.8,0,24339,22537,37254
0,28,1,1,1,9.8,0,21067,21355,43634
1,63,1,0,0,9.8,0,32882,33365,43781
1,28,1,0,1,11.8,0,28554,29039,47782
1,62,0,0,1,8.0,0,40167,39400,36991
1,39,1,0,1,9.8,0,26520,25982,41461
0,39,1,0,0,12.8,1,22577,24211,41913
1,30,0,0,0,8.0,0,51223,51368,46245
1,59,0,1,0,8.0,0,25266,22021,43528
0,25,0,1,1,13.0,1,41466,41385,43888
1,24,0,0,0,12.0,0,57683,59521,39244
1,18,0,0,1,10.0,1,46913,47133,39768
1,60,0,1,0,11.0,0,36374,36853,48550
0,36,1,1,1,7.8,0,37649,36359,38953
0,42,1,1,1,12.8,0,22731,20625,39612
0,26,0,1,1,10.0,0,26742,26853,40466
0,62,0,0,0,11.0,0,48151,48991,46228
1,63,0,0,0,7.0,0,36859,37212,46616
0,38,1,1,1,11.8,0,29383,28422,36915
0,31,0,1,0,10.0,0,57264,57728,42884
0,24,0,0,1,7.0,1,27629,28450,38940
0,30,0,0,1,10.0,0,22615,22962,36760
1,43,0,0,0,8.0,0,52531,52257,45343
0,60,0,0,0,10.0,0,33134,33233,40503
0,60,0,0,0,11.0,0,34780,34604,47279
1,25,0,0,1,8.0,1,28319,28837,45333
0,25,0,0,1,11.0,0,58602,59034,39269
0,34,0,0,0,10.0,0,56102,56453,47750
0,32,0,1,1,9.0,0,22084,23986,41102
1,45,0,0,0,10.0,0,46313,44954,46321
0,42,0,1,1,7.0,1,30680,32142,42934
1,50,0,0,1,8.0,0,34077,34170,48070
1,27,0,0,1,13.0,0,57025,56990,44888
0,33,0,0,1,7.0,0,47046,46604,38346
0,25,1,0,1,10.8,0,56171,56611,41265
1,45,0,0,0,9.0,0,43691,42188,48840
0,26,0,1,1,9.0,0,20398,20760,38486
0,47,1,1,0,9.8,0,40043,39229,38218
1,58,1,0,0,8.8,0,38160,37570,43331
1,31,0,0,1,8.0,0,38574,39284,44848
1,49,1,0,0,10.8,0,43623,43459,39436
1,42,0,0,0,13.0,0,20214,21293,41078
0,49,1,1,1,8.8,0,42631,44857,38415
1,63,0,1,0,10.0,0,36244,35576,47189
1,57,0,0,0,7.0,0,49643,49399,38294
0,50,1,0,0,7.8,0,54513,54949,41918
0,36,1,1,1,12.8,0,30908,30746,43020
0,35,0,0,1,9.0,0,50033,51117,42317
1,36,0,1,1,10.0,0,39335,39883,48146
0,37,1,0,0,8.8,0,56709,57321,41837
0,28,0,0,1,11.0,0,49678,48560,39102
0,46,0,0,1,12.0,0,26784,25643,43282
1,26,0,1,0,7.0,0,48098,48863,42631
0,27,0,0,1,10.0,0,51071,50590,35745
1,43,0,0,1,11.0,1,23473,23779,42174
1,63,0,1,0,10.0,0,37918,38647,49588
0,24,0,0,1,8.0,1,50313,52338,39460
1,54,1,0,0,11.8,0,52925,54044,43116
1,56,1,1,0,11.8,0,34504,35766,47311
0,49,1,0,1,9.8,0,36891,35948,42927
1,27,1,0,0,8.8,1,51528,51636,44270
1,31,0,0,1,10.0,0,36805,35527,42408
1,45,0,0,0,11.0,0,43914,43900,43023
1,46,0,0,0,13.0,0,46929,47516,37403
0,27,0,0,1,10.0,0,31339,31171,46272
0,62,1,0,0,7.8,0,39588,40122,36438
0,41,0,0,1,8.0,0,39167,39221,42608
1,30,0,0,1,9.0,0,58016,59907,38932
1,45,0,0,0,9.0,0,58361,58585,40611
1,53,1,1,0,12.8,0,25817,26118,46560
1,34,1,0,1,10.8,0,25934,25494,47894
0,61,0,0,0,9.0,0,43759,43960,40466
1,18,0,0,0,8.0,0,55767,56677,39496
1,31,1,1,0,7.8,0,49074,49922,42184
1,50,0,0,0,8.0,0,35140,36769,39347
0,63,0,1,0,13.0,0,28622,29250,45130
1,44,0,0,0,7.0,0,24438,24610,48707
0,47,1,0,1,12.8,0,35096,35120,44103
0,52,0,0,1,10.0,0,26592,25861,40807
1,18,1,0,1,6.8,0,57715,58258,42576
1,39,1,0,1,11.8,0,51589,52752,54785
0,46,0,0,0,7.0,0,45981,47447,40270
0,27,1,0,1,8.8,1,37117,36200,41474
0,53,1,0,0,6.8,0,48043,47798,36683
0,27,0,0,0,12.0,0,58106,59433,42616
0,58,0,1,1,12.0,0,51265,51139,43344
1,58,0,0,0,7.0,0,52088,51458,39667
